2019-01-30 13:14:19 INFO Infer_LearnLib |SUL name: server_097e.dot.kiss
2019-01-30 13:14:19 INFO Infer_LearnLib |SUL dir: /home/damascdn/remote_euler/Benchmark/Nordsec16/server_097e.dot.kiss
2019-01-30 13:14:19 INFO Infer_LearnLib |Output dir: /home/damascdn/remote_euler/Nordsec16_server/20190130_130529_084307611
2019-01-30 13:14:19 INFO Infer_LearnLib |Seed: 1548861259322
2019-01-30 13:14:19 INFO Infer_LearnLib |Cache: Y
2019-01-30 13:14:19 INFO Infer_LearnLib |ClosingStrategy: CloseFirst
2019-01-30 13:14:19 INFO Infer_LearnLib |ObservationTableCEXHandler: RivestSchapire
2019-01-30 13:14:19 INFO Infer_LearnLib |EquivalenceOracle: WpMethodHypEQOracle(2)
2019-01-30 13:14:19 INFO Infer_LearnLib |Method: DL*M_v2
2019-01-30 13:14:19 INFO Infer_LearnLib |Reading OT: server_110pre1.dot.ot
2019-01-30 13:14:19 INFO Experiment |Starting round 1
2019-01-30 13:14:19 INFO Experiment |Learning
2019-01-30 13:14:19 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@2758fe70
2019-01-30 13:14:19 INFO Experiment |Searching for counterexample
2019-01-30 13:14:19 INFO Experiment |ClientHelloRSAReset ChangeCipherSpec ClientKeyExchange Finished ChangeCipherSpec ApplicationDataEmpty
2019-01-30 13:14:19 INFO Experiment |Starting round 2
2019-01-30 13:14:19 INFO Experiment |Learning
2019-01-30 13:14:19 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@2758fe70
2019-01-30 13:14:19 INFO Experiment |Searching for counterexample
2019-01-30 13:14:19 INFO Experiment |ApplicationDataEmpty ApplicationDataEmpty
2019-01-30 13:14:19 INFO Experiment |Starting round 3
2019-01-30 13:14:19 INFO Experiment |Learning
2019-01-30 13:14:19 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@2758fe70
2019-01-30 13:14:19 INFO Experiment |Searching for counterexample
2019-01-30 13:14:19 INFO Experiment |ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ClientHelloRSAReset ChangeCipherSpec ApplicationDataEmpty
2019-01-30 13:14:19 INFO Experiment |Starting round 4
2019-01-30 13:14:19 INFO Experiment |Learning
2019-01-30 13:14:19 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@2758fe70
2019-01-30 13:14:19 INFO Experiment |Searching for counterexample
2019-01-30 13:14:19 INFO Experiment |ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ApplicationData
2019-01-30 13:14:19 INFO Experiment |Starting round 5
2019-01-30 13:14:19 INFO Experiment |Learning
2019-01-30 13:14:19 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@2758fe70
2019-01-30 13:14:19 INFO Experiment |Searching for counterexample
2019-01-30 13:14:19 INFO Infer_LearnLib |Rounds: 5
2019-01-30 13:14:19 INFO Infer_LearnLib |MQ [resets]: 673
2019-01-30 13:14:19 INFO Infer_LearnLib |MQ [symbols]: 4051
2019-01-30 13:14:19 INFO Infer_LearnLib |EQ [resets]: 5855
2019-01-30 13:14:19 INFO Infer_LearnLib |EQ [symbols]: 35282
2019-01-30 13:14:19 INFO SimpleProfiler |Learning [ms]: 68
2019-01-30 13:14:19 INFO SimpleProfiler |Searching for counterexample [ms]: 151
2019-01-30 13:14:19 INFO Infer_LearnLib |Qsize: 14
2019-01-30 13:14:19 INFO Infer_LearnLib |Isize: 7
2019-01-30 13:14:19 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:14:19 INFO Infer_LearnLib |Info: N/A
