2019-01-30 13:22:24 INFO Infer_LearnLib |SUL name: server_110pre1.dot.kiss
2019-01-30 13:22:24 INFO Infer_LearnLib |SUL dir: /home/damascdn/remote_euler/Benchmark/Nordsec16/server_110pre1.dot.kiss
2019-01-30 13:22:24 INFO Infer_LearnLib |Output dir: /home/damascdn/remote_euler/Nordsec16_server/20190130_130529_084307611
2019-01-30 13:22:24 INFO Infer_LearnLib |Seed: 1548861743815
2019-01-30 13:22:24 INFO Infer_LearnLib |Cache: Y
2019-01-30 13:22:24 INFO Infer_LearnLib |ClosingStrategy: CloseFirst
2019-01-30 13:22:24 INFO Infer_LearnLib |ObservationTableCEXHandler: RivestSchapire
2019-01-30 13:22:24 INFO Infer_LearnLib |EquivalenceOracle: WpMethodHypEQOracle(2)
2019-01-30 13:22:24 INFO Infer_LearnLib |Method: DL*M_v0
2019-01-30 13:22:24 INFO Infer_LearnLib |Revalidate OT
2019-01-30 13:22:24 INFO Infer_LearnLib |Reading OT: server_101k.dot.ot
2019-01-30 13:22:24 INFO Infer_LearnLib |Revalidate OT
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidateOT2: Begin
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidate using GenericObservationTable: Begin
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidate using GenericObservationTable: Stop learning
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidateOT2: Started to search well-formed cover set
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidateOT2: Ended to search well-formed cover set
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidateOT2: Started to copy well-formed cover set
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidateOT2: Ended to copy well-formed cover set
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidateOT2: Started to search experiment cover set
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidateOT2: Ended to search experiment cover set
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidateOT2: Started to copy experiment cover set
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidateOT2: Ended to copy experiment cover set
2019-01-30 13:22:24 INFO Infer_LearnLib |revalidateOT2: End
2019-01-30 13:22:24 INFO Infer_LearnLib |Reused prefixes: 3/8
2019-01-30 13:22:24 INFO Infer_LearnLib |Reused suffixes: 1/7
2019-01-30 13:22:24 INFO Infer_LearnLib |Reused queries [resets]: 399
2019-01-30 13:22:24 INFO Infer_LearnLib |Reused queries [symbols]: 1624
2019-01-30 13:22:24 INFO Experiment |Starting round 1
2019-01-30 13:22:24 INFO Experiment |Learning
2019-01-30 13:22:24 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@43814d18
2019-01-30 13:22:24 INFO Experiment |Searching for counterexample
2019-01-30 13:22:24 INFO Experiment |ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec ApplicationData
2019-01-30 13:22:24 INFO Experiment |Starting round 2
2019-01-30 13:22:24 INFO Experiment |Learning
2019-01-30 13:22:24 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@43814d18
2019-01-30 13:22:24 INFO Experiment |Searching for counterexample
2019-01-30 13:22:24 INFO Experiment |ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec ClientKeyExchange ApplicationData
2019-01-30 13:22:24 INFO Experiment |Starting round 3
2019-01-30 13:22:24 INFO Experiment |Learning
2019-01-30 13:22:24 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@43814d18
2019-01-30 13:22:24 INFO Experiment |Searching for counterexample
2019-01-30 13:22:24 INFO Infer_LearnLib |Rounds: 3
2019-01-30 13:22:24 INFO Infer_LearnLib |MQ [resets]: 496
2019-01-30 13:22:24 INFO Infer_LearnLib |MQ [symbols]: 2109
2019-01-30 13:22:24 INFO Infer_LearnLib |EQ [resets]: 399
2019-01-30 13:22:24 INFO Infer_LearnLib |EQ [symbols]: 1557
2019-01-30 13:22:24 INFO SimpleProfiler |Learning [ms]: 31
2019-01-30 13:22:24 INFO SimpleProfiler |Searching for counterexample [ms]: 45
2019-01-30 13:22:24 INFO Infer_LearnLib |Qsize: 6
2019-01-30 13:22:24 INFO Infer_LearnLib |Isize: 7
2019-01-30 13:22:24 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:22:24 INFO Infer_LearnLib |Info: N/A
