2019-01-30 13:14:10 INFO Infer_LearnLib |SUL name: server_097e.dot.kiss
2019-01-30 13:14:10 INFO Infer_LearnLib |SUL dir: /home/damascdn/remote_euler/Benchmark/Nordsec16/server_097e.dot.kiss
2019-01-30 13:14:10 INFO Infer_LearnLib |Output dir: /home/damascdn/remote_euler/Nordsec16_server/20190130_130529_084307611
2019-01-30 13:14:10 INFO Infer_LearnLib |Seed: 1548861250680
2019-01-30 13:14:10 INFO Infer_LearnLib |Cache: Y
2019-01-30 13:14:10 INFO Infer_LearnLib |ClosingStrategy: CloseFirst
2019-01-30 13:14:10 INFO Infer_LearnLib |ObservationTableCEXHandler: RivestSchapire
2019-01-30 13:14:10 INFO Infer_LearnLib |EquivalenceOracle: WpMethodHypEQOracle(2)
2019-01-30 13:14:10 INFO Infer_LearnLib |Method: DL*M_v2
2019-01-30 13:14:10 INFO Infer_LearnLib |Reading OT: server_101k.dot.ot
2019-01-30 13:14:10 INFO Experiment |Starting round 1
2019-01-30 13:14:10 INFO Experiment |Learning
2019-01-30 13:14:11 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@1d16f93d
2019-01-30 13:14:11 INFO Experiment |Searching for counterexample
2019-01-30 13:14:11 INFO Experiment |ClientHelloRSAReset ClientKeyExchange ClientHelloRSAReset ApplicationDataEmpty
2019-01-30 13:14:11 INFO Experiment |Starting round 2
2019-01-30 13:14:11 INFO Experiment |Learning
2019-01-30 13:14:11 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@1d16f93d
2019-01-30 13:14:11 INFO Experiment |Searching for counterexample
2019-01-30 13:14:11 INFO Experiment |ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ApplicationDataEmpty
2019-01-30 13:14:11 INFO Experiment |Starting round 3
2019-01-30 13:14:11 INFO Experiment |Learning
2019-01-30 13:14:11 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@1d16f93d
2019-01-30 13:14:11 INFO Experiment |Searching for counterexample
2019-01-30 13:14:11 INFO Experiment |ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ClientHelloRSAReset ChangeCipherSpec ApplicationDataEmpty
2019-01-30 13:14:11 INFO Experiment |Starting round 4
2019-01-30 13:14:11 INFO Experiment |Learning
2019-01-30 13:14:11 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@1d16f93d
2019-01-30 13:14:11 INFO Experiment |Searching for counterexample
2019-01-30 13:14:11 INFO Experiment |ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ApplicationData
2019-01-30 13:14:11 INFO Experiment |Starting round 5
2019-01-30 13:14:11 INFO Experiment |Learning
2019-01-30 13:14:11 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@1d16f93d
2019-01-30 13:14:11 INFO Experiment |Searching for counterexample
2019-01-30 13:14:11 INFO Experiment |ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ClientHelloRSAReset ClientKeyExchange ChangeCipherSpec Finished ClientHelloRSAReset
2019-01-30 13:14:11 INFO Experiment |Starting round 6
2019-01-30 13:14:11 INFO Experiment |Learning
2019-01-30 13:14:11 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@1d16f93d
2019-01-30 13:14:11 INFO Experiment |Searching for counterexample
2019-01-30 13:14:11 INFO Infer_LearnLib |Rounds: 6
2019-01-30 13:14:11 INFO Infer_LearnLib |MQ [resets]: 754
2019-01-30 13:14:11 INFO Infer_LearnLib |MQ [symbols]: 4588
2019-01-30 13:14:11 INFO Infer_LearnLib |EQ [resets]: 6481
2019-01-30 13:14:11 INFO Infer_LearnLib |EQ [symbols]: 40086
2019-01-30 13:14:11 INFO SimpleProfiler |Learning [ms]: 44
2019-01-30 13:14:11 INFO SimpleProfiler |Searching for counterexample [ms]: 190
2019-01-30 13:14:11 INFO Infer_LearnLib |Qsize: 14
2019-01-30 13:14:11 INFO Infer_LearnLib |Isize: 7
2019-01-30 13:14:11 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:14:11 INFO Infer_LearnLib |Info: N/A
