2019-01-30 13:05:36 INFO Infer_LearnLib |SUL name: OpenSSH.dot.fixed.kiss
2019-01-30 13:05:36 INFO Infer_LearnLib |SUL dir: /home/damascdn/remote_euler/Benchmark/SSH/OpenSSH.dot.fixed.kiss
2019-01-30 13:05:36 INFO Infer_LearnLib |Output dir: /home/damascdn/remote_euler/SSH/20190130_130529_137622733
2019-01-30 13:05:36 INFO Infer_LearnLib |Seed: 1548860735759
2019-01-30 13:05:36 INFO Infer_LearnLib |Cache: Y
2019-01-30 13:05:36 INFO Infer_LearnLib |ClosingStrategy: CloseFirst
2019-01-30 13:05:36 INFO Infer_LearnLib |ObservationTableCEXHandler: RivestSchapire
2019-01-30 13:05:36 INFO Infer_LearnLib |EquivalenceOracle: WpMethodHypEQOracle(2)
2019-01-30 13:05:36 INFO Infer_LearnLib |Method: L*M
2019-01-30 13:05:36 INFO Experiment |Starting round 1
2019-01-30 13:05:36 INFO Experiment |Learning
2019-01-30 13:05:36 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@3b0143d3
2019-01-30 13:05:36 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN REKEY KEXINIT KEX30 NEWKEYS CH_CLOSE
2019-01-30 13:05:38 INFO Experiment |Starting round 2
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@3b0143d3
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN KEXINIT KEX30 NEWKEYS CH_CLOSE
2019-01-30 13:05:38 INFO Experiment |Starting round 3
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@3b0143d3
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:39 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK REKEY KEXINIT KEX30 NEWKEYS CH_OPEN
2019-01-30 13:05:39 INFO Experiment |Starting round 4
2019-01-30 13:05:39 INFO Experiment |Learning
2019-01-30 13:05:39 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@3b0143d3
2019-01-30 13:05:39 INFO Experiment |Searching for counterexample
2019-01-30 13:05:39 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT KEX30 NEWKEYS KEX30
2019-01-30 13:05:39 INFO Experiment |Starting round 5
2019-01-30 13:05:39 INFO Experiment |Learning
2019-01-30 13:05:39 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@3b0143d3
2019-01-30 13:05:39 INFO Experiment |Searching for counterexample
2019-01-30 13:05:40 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN CH_REQUEST_PTY KEXINIT KEX30 NEWKEYS CH_REQUEST_PTY
2019-01-30 13:05:40 INFO Experiment |Starting round 6
2019-01-30 13:05:40 INFO Experiment |Learning
2019-01-30 13:05:40 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@3b0143d3
2019-01-30 13:05:40 INFO Experiment |Searching for counterexample
2019-01-30 13:05:40 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN CH_REQUEST_PTY KEXINIT KEX30 NEWKEYS CH_REQUEST_PTY
2019-01-30 13:05:40 INFO Experiment |Starting round 7
2019-01-30 13:05:40 INFO Experiment |Learning
2019-01-30 13:05:40 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@3b0143d3
2019-01-30 13:05:40 INFO Experiment |Searching for counterexample
2019-01-30 13:05:40 INFO Infer_LearnLib |Rounds: 7
2019-01-30 13:05:40 INFO Infer_LearnLib |MQ [resets]: 18958
2019-01-30 13:05:40 INFO Infer_LearnLib |MQ [symbols]: 113568
2019-01-30 13:05:40 INFO Infer_LearnLib |EQ [resets]: 349278
2019-01-30 13:05:40 INFO Infer_LearnLib |EQ [symbols]: 2575849
2019-01-30 13:05:40 INFO SimpleProfiler |Learning [ms]: 166
2019-01-30 13:05:40 INFO SimpleProfiler |Searching for counterexample [ms]: 4035
2019-01-30 13:05:40 INFO Infer_LearnLib |Qsize: 31
2019-01-30 13:05:40 INFO Infer_LearnLib |Isize: 22
2019-01-30 13:05:40 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:05:40 INFO Infer_LearnLib |Info: N/A
