2019-01-30 13:05:32 INFO Infer_LearnLib |SUL name: BitVise.dot.fixed.kiss
2019-01-30 13:05:32 INFO Infer_LearnLib |SUL dir: /home/damascdn/remote_euler/Benchmark/SSH/BitVise.dot.fixed.kiss
2019-01-30 13:05:32 INFO Infer_LearnLib |Output dir: /home/damascdn/remote_euler/SSH/20190130_130529_137622733
2019-01-30 13:05:32 INFO Infer_LearnLib |Seed: 1548860731474
2019-01-30 13:05:32 INFO Infer_LearnLib |Cache: Y
2019-01-30 13:05:32 INFO Infer_LearnLib |ClosingStrategy: CloseFirst
2019-01-30 13:05:32 INFO Infer_LearnLib |ObservationTableCEXHandler: RivestSchapire
2019-01-30 13:05:32 INFO Infer_LearnLib |EquivalenceOracle: WpMethodHypEQOracle(2)
2019-01-30 13:05:32 INFO Infer_LearnLib |Method: TTT
2019-01-30 13:05:32 INFO Experiment |Starting round 1
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |CH_OPEN CH_CLOSE
2019-01-30 13:05:32 INFO Experiment |Starting round 2
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |CH_OPEN CH_CLOSE CH_OPEN CH_CLOSE
2019-01-30 13:05:32 INFO Experiment |Starting round 3
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 KEX30 CH_CLOSE
2019-01-30 13:05:32 INFO Experiment |Starting round 4
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT_PROCEED KEX30 KEX30
2019-01-30 13:05:32 INFO Experiment |Starting round 5
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS KEX30
2019-01-30 13:05:32 INFO Experiment |Starting round 6
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN CH_EOF KEX30
2019-01-30 13:05:32 INFO Experiment |Starting round 7
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS CH_OPEN CH_CLOSE CH_OPEN
2019-01-30 13:05:32 INFO Experiment |Starting round 8
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN KEXINIT UA_PK_NOK
2019-01-30 13:05:32 INFO Experiment |Starting round 9
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS CH_OPEN SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT KEX30 KEX30
2019-01-30 13:05:32 INFO Experiment |Starting round 10
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS CH_OPEN SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT KEX30 CH_CLOSE
2019-01-30 13:05:32 INFO Experiment |Starting round 11
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN KEXINIT KEX30 CH_CLOSE KEX30
2019-01-30 13:05:32 INFO Experiment |Starting round 12
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS CH_OPEN SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT CH_CLOSE UA_PK_NOK
2019-01-30 13:05:32 INFO Experiment |Starting round 13
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN KEXINIT KEX30 CH_EOF UA_PK_NOK
2019-01-30 13:05:32 INFO Experiment |Starting round 14
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS CH_OPEN KEXINIT_PROCEED CH_CLOSE CH_OPEN CH_CLOSE
2019-01-30 13:05:32 INFO Experiment |Starting round 15
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT CH_OPEN KEX30 CH_CLOSE
2019-01-30 13:05:32 INFO Experiment |Starting round 16
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS CH_OPEN SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT_PROCEED KEX30 KEX30
2019-01-30 13:05:32 INFO Experiment |Starting round 17
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS CH_OPEN SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT_PROCEED CH_CLOSE UA_PK_NOK
2019-01-30 13:05:32 INFO Experiment |Starting round 18
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS KEXINIT_PROCEED KEX30 UA_PK_NOK
2019-01-30 13:05:32 INFO Experiment |Starting round 19
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH KEXINIT KEX30
2019-01-30 13:05:32 INFO Experiment |Starting round 20
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS SERVICE_REQUEST_AUTH KEXINIT CH_OPEN KEX30
2019-01-30 13:05:32 INFO Experiment |Starting round 21
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS CH_OPEN SERVICE_REQUEST_AUTH KEXINIT UA_PK_NOK KEX30 UA_PK_NOK
2019-01-30 13:05:32 INFO Experiment |Starting round 22
2019-01-30 13:05:32 INFO Experiment |Learning
2019-01-30 13:05:32 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:32 INFO Experiment |Searching for counterexample
2019-01-30 13:05:32 INFO Experiment |KEXINIT KEX30 NEWKEYS CH_OPEN SERVICE_REQUEST_AUTH KEXINIT KEX30 CH_CLOSE UA_PK_NOK
2019-01-30 13:05:32 INFO Experiment |Starting round 23
2019-01-30 13:05:32 INFO Experiment |Learning
