2019-01-30 13:05:37 INFO Infer_LearnLib |SUL name: OpenSSH.dot.fixed.kiss
2019-01-30 13:05:37 INFO Infer_LearnLib |SUL dir: /home/damascdn/remote_euler/Benchmark/SSH/OpenSSH.dot.fixed.kiss
2019-01-30 13:05:37 INFO Infer_LearnLib |Output dir: /home/damascdn/remote_euler/SSH/20190130_130529_137622733
2019-01-30 13:05:37 INFO Infer_LearnLib |Seed: 1548860737465
2019-01-30 13:05:37 INFO Infer_LearnLib |Cache: Y
2019-01-30 13:05:37 INFO Infer_LearnLib |ClosingStrategy: CloseFirst
2019-01-30 13:05:37 INFO Infer_LearnLib |ObservationTableCEXHandler: RivestSchapire
2019-01-30 13:05:38 INFO Infer_LearnLib |EquivalenceOracle: WpMethodHypEQOracle(2)
2019-01-30 13:05:38 INFO Infer_LearnLib |Method: TTT
2019-01-30 13:05:38 INFO Experiment |Starting round 1
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |CH_OPEN CH_CLOSE
2019-01-30 13:05:38 INFO Experiment |Starting round 2
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |CH_OPEN CH_CLOSE CH_OPEN CH_CLOSE
2019-01-30 13:05:38 INFO Experiment |Starting round 3
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |DEBUG KEX30 KEX30 CH_CLOSE
2019-01-30 13:05:38 INFO Experiment |Starting round 4
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY CH_OPEN SERVICE_REQUEST_AUTH UA_NONE CH_CLOSE
2019-01-30 13:05:38 INFO Experiment |Starting round 5
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY CH_OPEN SERVICE_REQUEST_AUTH UA_PK_NOK CH_CLOSE UA_NONE
2019-01-30 13:05:38 INFO Experiment |Starting round 6
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY CH_OPEN SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT UA_NONE
2019-01-30 13:05:38 INFO Experiment |Starting round 7
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY CH_OPEN SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT KEX30 KEX30
2019-01-30 13:05:38 INFO Experiment |Starting round 8
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY CH_OPEN SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT KEX30 NEWKEYS KEX30
2019-01-30 13:05:38 INFO Experiment |Starting round 9
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK REKEY KEX30
2019-01-30 13:05:38 INFO Experiment |Starting round 10
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK REKEY CH_OPEN KEX30
2019-01-30 13:05:38 INFO Experiment |Starting round 11
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY CH_OPEN SERVICE_REQUEST_AUTH UA_PK_NOK UA_PK_NOK CH_CLOSE
2019-01-30 13:05:38 INFO Experiment |Starting round 12
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_NOK UA_PK_NOK
2019-01-30 13:05:38 INFO Experiment |Starting round 13
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_NONE UA_PK_NOK
2019-01-30 13:05:38 INFO Experiment |Starting round 14
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_NONE CH_OPEN UA_PK_NOK
2019-01-30 13:05:38 INFO Experiment |Starting round 15
2019-01-30 13:05:38 INFO Experiment |Learning
2019-01-30 13:05:38 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:38 INFO Experiment |Searching for counterexample
2019-01-30 13:05:38 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN REKEY CH_REQUEST_PTY CH_REQUEST_PTY CH_CLOSE
2019-01-30 13:05:38 INFO Experiment |Starting round 16
