2019-01-30 13:05:49 INFO Infer_LearnLib |SUL name: BitVise.dot.fixed.kiss
2019-01-30 13:05:49 INFO Infer_LearnLib |SUL dir: /home/damascdn/remote_euler/Benchmark/SSH/BitVise.dot.fixed.kiss
2019-01-30 13:05:49 INFO Infer_LearnLib |Output dir: /home/damascdn/remote_euler/SSH/20190130_130529_137622733
2019-01-30 13:05:49 INFO Infer_LearnLib |Seed: 1548860748571
2019-01-30 13:05:49 INFO Infer_LearnLib |Cache: Y
2019-01-30 13:05:49 INFO Infer_LearnLib |ClosingStrategy: CloseFirst
2019-01-30 13:05:49 INFO Infer_LearnLib |ObservationTableCEXHandler: RivestSchapire
2019-01-30 13:05:49 INFO Infer_LearnLib |EquivalenceOracle: WpMethodHypEQOracle(2)
2019-01-30 13:05:49 INFO Infer_LearnLib |Method: DL*M_v1
2019-01-30 13:05:49 INFO Infer_LearnLib |Revalidate OT
2019-01-30 13:05:49 INFO Infer_LearnLib |Reading OT: OpenSSH.dot.fixed.ot
2019-01-30 13:05:49 INFO Infer_LearnLib |Revalidate OT
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidateOT2: Begin
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidate using Learner: Begin
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidate using Learner: Stop learning
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidateOT2: Started to search well-formed cover set
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidateOT2: Ended to search well-formed cover set
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidateOT2: Started to copy well-formed cover set
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidateOT2: Ended to copy well-formed cover set
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidateOT2: Started to search experiment cover set
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidateOT2: Ended to search experiment cover set
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidateOT2: Started to copy experiment cover set
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidateOT2: Ended to copy experiment cover set
2019-01-30 13:05:49 INFO Infer_LearnLib |revalidateOT2: End
2019-01-30 13:05:49 INFO Infer_LearnLib |Reused prefixes: 7/3
2019-01-30 13:05:49 INFO Infer_LearnLib |Reused suffixes: 2/16
2019-01-30 13:05:49 INFO Infer_LearnLib |Reused queries [resets]: 1352
