2019-01-30 13:06:16 INFO Infer_LearnLib |SUL name: OpenSSH.dot.fixed.kiss
2019-01-30 13:06:16 INFO Infer_LearnLib |SUL dir: /home/damascdn/remote_euler/Benchmark/SSH/OpenSSH.dot.fixed.kiss
2019-01-30 13:06:16 INFO Infer_LearnLib |Output dir: /home/damascdn/remote_euler/SSH/20190130_130529_137622733
2019-01-30 13:06:16 INFO Infer_LearnLib |Seed: 1548860775432
2019-01-30 13:06:16 INFO Infer_LearnLib |Cache: Y
2019-01-30 13:06:16 INFO Infer_LearnLib |ClosingStrategy: CloseFirst
2019-01-30 13:06:16 INFO Infer_LearnLib |ObservationTableCEXHandler: RivestSchapire
2019-01-30 13:06:16 INFO Infer_LearnLib |EquivalenceOracle: WpMethodHypEQOracle(2)
2019-01-30 13:06:16 INFO Infer_LearnLib |Method: DL*M_v1
2019-01-30 13:06:16 INFO Infer_LearnLib |Revalidate OT
2019-01-30 13:06:16 INFO Infer_LearnLib |Reading OT: DropBear.dot.fixed.ot
2019-01-30 13:06:16 INFO Infer_LearnLib |Revalidate OT
2019-01-30 13:06:16 INFO Infer_LearnLib |revalidateOT2: Begin
2019-01-30 13:06:16 INFO Infer_LearnLib |revalidate using Learner: Begin
2019-01-30 13:06:16 INFO Infer_LearnLib |revalidate using Learner: Stop learning
2019-01-30 13:06:16 INFO Infer_LearnLib |revalidateOT2: Started to search well-formed cover set
2019-01-30 13:06:16 INFO Infer_LearnLib |revalidateOT2: Ended to search well-formed cover set
2019-01-30 13:06:16 INFO Infer_LearnLib |revalidateOT2: Started to copy well-formed cover set
2019-01-30 13:06:16 INFO Infer_LearnLib |revalidateOT2: Ended to copy well-formed cover set
2019-01-30 13:06:16 INFO Infer_LearnLib |revalidateOT2: Started to search experiment cover set
2019-01-30 13:06:17 INFO Infer_LearnLib |revalidateOT2: Ended to search experiment cover set
2019-01-30 13:06:17 INFO Infer_LearnLib |revalidateOT2: Started to copy experiment cover set
2019-01-30 13:06:17 INFO Infer_LearnLib |revalidateOT2: Ended to copy experiment cover set
2019-01-30 13:06:17 INFO Infer_LearnLib |revalidateOT2: End
2019-01-30 13:06:17 INFO Infer_LearnLib |Reused prefixes: 15/14
2019-01-30 13:06:17 INFO Infer_LearnLib |Reused suffixes: 5/12
2019-01-30 13:06:17 INFO Infer_LearnLib |Reused queries [resets]: 7932
2019-01-30 13:06:17 INFO Infer_LearnLib |Reused queries [symbols]: 58884
2019-01-30 13:06:17 INFO Experiment |Starting round 1
2019-01-30 13:06:17 INFO Experiment |Learning
2019-01-30 13:06:17 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@528931cf
2019-01-30 13:06:17 INFO Experiment |Searching for counterexample
2019-01-30 13:06:17 INFO Experiment |REKEY CH_OPEN SERVICE_REQUEST_AUTH UA_PK_OK REKEY CH_CLOSE
2019-01-30 13:06:17 INFO Experiment |Starting round 2
2019-01-30 13:06:17 INFO Experiment |Learning
2019-01-30 13:06:17 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@528931cf
2019-01-30 13:06:17 INFO Experiment |Searching for counterexample
2019-01-30 13:06:17 INFO Experiment |REKEY CH_OPEN SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT KEX30 NEWKEYS CH_CLOSE
2019-01-30 13:06:17 INFO Experiment |Starting round 3
2019-01-30 13:06:17 INFO Experiment |Learning
2019-01-30 13:06:17 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@528931cf
2019-01-30 13:06:17 INFO Experiment |Searching for counterexample
2019-01-30 13:06:17 INFO Experiment |REKEY CH_OPEN SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT KEX30 NEWKEYS CH_CLOSE
2019-01-30 13:06:17 INFO Experiment |Starting round 4
2019-01-30 13:06:17 INFO Experiment |Learning
2019-01-30 13:06:17 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@528931cf
2019-01-30 13:06:17 INFO Experiment |Searching for counterexample
2019-01-30 13:06:17 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PW_NOK UA_NONE
2019-01-30 13:06:17 INFO Experiment |Starting round 5
2019-01-30 13:06:17 INFO Experiment |Learning
2019-01-30 13:06:17 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@528931cf
2019-01-30 13:06:17 INFO Experiment |Searching for counterexample
2019-01-30 13:06:20 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK REKEY KEXINIT KEX30 NEWKEYS CH_OPEN
2019-01-30 13:06:20 INFO Experiment |Starting round 6
2019-01-30 13:06:20 INFO Experiment |Learning
2019-01-30 13:06:20 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@528931cf
2019-01-30 13:06:20 INFO Experiment |Searching for counterexample
2019-01-30 13:06:20 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK KEXINIT KEX30 NEWKEYS KEX30
2019-01-30 13:06:20 INFO Experiment |Starting round 7
2019-01-30 13:06:20 INFO Experiment |Learning
2019-01-30 13:06:20 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@528931cf
2019-01-30 13:06:20 INFO Experiment |Searching for counterexample
2019-01-30 13:06:21 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN CH_REQUEST_PTY KEXINIT KEX30 NEWKEYS CH_REQUEST_PTY
2019-01-30 13:06:21 INFO Experiment |Starting round 8
2019-01-30 13:06:21 INFO Experiment |Learning
2019-01-30 13:06:21 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@528931cf
2019-01-30 13:06:21 INFO Experiment |Searching for counterexample
2019-01-30 13:06:21 INFO Experiment |REKEY SERVICE_REQUEST_AUTH UA_PK_OK CH_OPEN CH_REQUEST_PTY KEXINIT KEX30 NEWKEYS CH_REQUEST_PTY
2019-01-30 13:06:21 INFO Experiment |Starting round 9
2019-01-30 13:06:21 INFO Experiment |Learning
2019-01-30 13:06:21 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@528931cf
2019-01-30 13:06:21 INFO Experiment |Searching for counterexample
2019-01-30 13:06:21 INFO Infer_LearnLib |Rounds: 9
2019-01-30 13:06:21 INFO Infer_LearnLib |MQ [resets]: 14967
2019-01-30 13:06:21 INFO Infer_LearnLib |MQ [symbols]: 119720
2019-01-30 13:06:21 INFO Infer_LearnLib |EQ [resets]: 347485
2019-01-30 13:06:21 INFO Infer_LearnLib |EQ [symbols]: 2560304
2019-01-30 13:06:21 INFO SimpleProfiler |Learning [ms]: 403
2019-01-30 13:06:21 INFO SimpleProfiler |Searching for counterexample [ms]: 4551
2019-01-30 13:06:21 INFO Infer_LearnLib |Qsize: 31
2019-01-30 13:06:21 INFO Infer_LearnLib |Isize: 22
2019-01-30 13:06:21 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:06:21 INFO Infer_LearnLib |Info: N/A
