2019-01-30 13:05:33 INFO Infer_LearnLib |SUL name: SUL_emqtt.dot.kiss
2019-01-30 13:05:33 INFO Infer_LearnLib |SUL dir: /home/damascdn/remote_euler/Benchmark/MQTT/emqtt/SUL_emqtt.dot.kiss
2019-01-30 13:05:33 INFO Infer_LearnLib |Output dir: /home/damascdn/remote_euler/MQTT/20190130_130529_090810008
2019-01-30 13:05:33 INFO Infer_LearnLib |Seed: 1548860733237
2019-01-30 13:05:33 INFO Infer_LearnLib |Cache: Y
2019-01-30 13:05:33 INFO Infer_LearnLib |ClosingStrategy: CloseFirst
2019-01-30 13:05:33 INFO Infer_LearnLib |ObservationTableCEXHandler: RivestSchapire
2019-01-30 13:05:33 INFO Infer_LearnLib |EquivalenceOracle: WpMethodHypEQOracle(2)
2019-01-30 13:05:33 INFO Infer_LearnLib |Method: L1
2019-01-30 13:05:33 INFO Experiment |Starting round 1
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |ConnectC1WithWill ConnectC1WithWill
2019-01-30 13:05:33 INFO Experiment |Starting round 2
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |ConnectC1WithWill ConnectC2 SubscribeC2 ConnectC1WithWill ConnectC1WithWill ConnectC1WithWill
2019-01-30 13:05:33 INFO Experiment |Starting round 3
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |ConnectC2 ConnectC1WithWillRetain ConnectC1WithWill SubscribeC2 ConnectC1WithWill
2019-01-30 13:05:33 INFO Experiment |Starting round 4
2019-01-30 13:05:33 INFO Experiment |Learning
2019-01-30 13:05:33 INFO Experiment |net.automatalib.automata.transout.impl.compact.CompactMealy@eec5a4a
2019-01-30 13:05:33 INFO Experiment |Searching for counterexample
2019-01-30 13:05:33 INFO Experiment |ConnectC2 ConnectC1WithWillRetain ConnectC1WithWill ConnectC1WithWill SubscribeC2
