2019-01-30 13:05:37 INFO Infer_LearnLib |SUL name: SUL_hbmqtt.dot.kiss
2019-01-30 13:05:37 INFO Infer_LearnLib |SUL dir: /home/damascdn/remote_euler/Benchmark/MQTT/hbmqtt/SUL_hbmqtt.dot.kiss
2019-01-30 13:05:37 INFO Infer_LearnLib |Output dir: /home/damascdn/remote_euler/MQTT/20190130_130529_090810008
2019-01-30 13:05:37 INFO Infer_LearnLib |Seed: 1548860737244
2019-01-30 13:05:37 INFO Infer_LearnLib |Cache: Y
2019-01-30 13:05:37 INFO Infer_LearnLib |ClosingStrategy: CloseFirst
2019-01-30 13:05:37 INFO Infer_LearnLib |ObservationTableCEXHandler: RivestSchapire
2019-01-30 13:05:37 INFO Infer_LearnLib |EquivalenceOracle: WpMethodHypEQOracle(2)
2019-01-30 13:05:37 INFO Infer_LearnLib |Method: TTT
2019-01-30 13:05:37 INFO Experiment |Starting round 1
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC1WithWill ConnectC1WithWill
2019-01-30 13:05:37 INFO Experiment |Starting round 2
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC1WithWill ConnectC2 SubscribeC2 DeleteRetainedC1 ConnectC1WithWill
2019-01-30 13:05:37 INFO Experiment |Starting round 3
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC1WithWill ConnectC2 SubscribeC2 DisconnectC1 ConnectC1WithWill DeleteRetainedC1
2019-01-30 13:05:37 INFO Experiment |Starting round 4
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC2 ConnectC1WithWillRetain DisconnectTCPC1 SubscribeC2 ConnectC1WithWill
2019-01-30 13:05:37 INFO Experiment |Starting round 5
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC2 SubscribeC2 ConnectC1WithWillRetain DisconnectTCPC1 SubscribeC2
2019-01-30 13:05:37 INFO Experiment |Starting round 6
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC1WithWillRetain ConnectC2 DisconnectTCPC1 SubscribeC2
2019-01-30 13:05:37 INFO Experiment |Starting round 7
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC1WithWillRetain DisconnectTCPC1 ConnectC2 DisconnectTCPC1 SubscribeC2
2019-01-30 13:05:37 INFO Experiment |Starting round 8
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC1WithWillRetain ConnectC2 DisconnectTCPC1 SubscribeC2 ConnectC1WithWill DeleteRetainedC1 ConnectC2 DisconnectTCPC1 SubscribeC2
2019-01-30 13:05:37 INFO Experiment |Starting round 9
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC1WithWillRetain ConnectC2 DisconnectTCPC1 ConnectC1WithWill SubscribeC2
2019-01-30 13:05:37 INFO Experiment |Starting round 10
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC1WithWillRetain DisconnectTCPC1 ConnectC1WithWill ConnectC2 SubscribeC2
2019-01-30 13:05:37 INFO Experiment |Starting round 11
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC1WithWillRetain DisconnectTCPC1 ConnectC1WithWillRetain DeleteRetainedC1 ConnectC2 DisconnectTCPC1 SubscribeC2
2019-01-30 13:05:37 INFO Experiment |Starting round 12
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Experiment |ConnectC1WithWillRetain ConnectC2 DisconnectTCPC1 ConnectC1WithWillRetain DeleteRetainedC1 ConnectC2 DisconnectTCPC1 SubscribeC2
2019-01-30 13:05:37 INFO Experiment |Starting round 13
2019-01-30 13:05:37 INFO Experiment |Learning
2019-01-30 13:05:37 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:37 INFO Experiment |Searching for counterexample
2019-01-30 13:05:37 INFO Infer_LearnLib |Rounds: 13
2019-01-30 13:05:37 INFO Infer_LearnLib |MQ [resets]: 597
2019-01-30 13:05:37 INFO Infer_LearnLib |MQ [symbols]: 3208
2019-01-30 13:05:37 INFO Infer_LearnLib |EQ [resets]: 9200
2019-01-30 13:05:37 INFO Infer_LearnLib |EQ [symbols]: 52503
2019-01-30 13:05:37 INFO SimpleProfiler |Learning [ms]: 25
2019-01-30 13:05:37 INFO SimpleProfiler |Searching for counterexample [ms]: 125
2019-01-30 13:05:37 INFO Infer_LearnLib |Qsize: 17
2019-01-30 13:05:37 INFO Infer_LearnLib |Isize: 9
2019-01-30 13:05:37 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:05:37 INFO Infer_LearnLib |Info: N/A
