2019-01-30 13:05:46 INFO Infer_LearnLib |SUL name: client_101.dot.kiss
2019-01-30 13:05:46 INFO Infer_LearnLib |SUL dir: /home/damascdn/remote_euler/Benchmark/Nordsec16/client_101.dot.kiss
2019-01-30 13:05:46 INFO Infer_LearnLib |Output dir: /home/damascdn/remote_euler/Nordsec16_client/20190130_130529_084307611
2019-01-30 13:05:46 INFO Infer_LearnLib |Seed: 1548860746329
2019-01-30 13:05:46 INFO Infer_LearnLib |Cache: Y
2019-01-30 13:05:46 INFO Infer_LearnLib |ClosingStrategy: CloseFirst
2019-01-30 13:05:46 INFO Infer_LearnLib |ObservationTableCEXHandler: RivestSchapire
2019-01-30 13:05:46 INFO Infer_LearnLib |EquivalenceOracle: WpMethodHypEQOracle(2)
2019-01-30 13:05:46 INFO Infer_LearnLib |Method: TTT
2019-01-30 13:05:46 INFO Experiment |Starting round 1
2019-01-30 13:05:46 INFO Experiment |Learning
2019-01-30 13:05:46 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:46 INFO Experiment |Searching for counterexample
2019-01-30 13:05:46 INFO Experiment |ApplicationData ApplicationData
2019-01-30 13:05:46 INFO Experiment |Starting round 2
2019-01-30 13:05:46 INFO Experiment |Learning
2019-01-30 13:05:46 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:46 INFO Experiment |Searching for counterexample
2019-01-30 13:05:46 INFO Experiment |ServerHelloRSA ChangeCipherSpec ApplicationData
2019-01-30 13:05:46 INFO Experiment |Starting round 3
2019-01-30 13:05:46 INFO Experiment |Learning
2019-01-30 13:05:46 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:46 INFO Experiment |Searching for counterexample
2019-01-30 13:05:46 INFO Experiment |ServerHelloRSA ChangeCipherSpec EmptyCertificate ApplicationData
2019-01-30 13:05:46 INFO Experiment |Starting round 4
2019-01-30 13:05:46 INFO Experiment |Learning
2019-01-30 13:05:46 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:46 INFO Experiment |Searching for counterexample
2019-01-30 13:05:46 INFO Experiment |ServerHelloRSA ServerCertificate EmptyCertificate
2019-01-30 13:05:46 INFO Experiment |Starting round 5
2019-01-30 13:05:46 INFO Experiment |Learning
2019-01-30 13:05:46 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:46 INFO Experiment |Searching for counterexample
2019-01-30 13:05:46 INFO Experiment |ServerHelloRSA ServerCertificate ChangeCipherSpec Finished ApplicationData
2019-01-30 13:05:46 INFO Experiment |Starting round 6
2019-01-30 13:05:46 INFO Experiment |Learning
2019-01-30 13:05:46 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:46 INFO Experiment |Searching for counterexample
2019-01-30 13:05:46 INFO Experiment |ServerHelloRSA ChangeCipherSpec ServerCertificate ServerHelloDone ChangeCipherSpec ChangeCipherSpec
2019-01-30 13:05:46 INFO Experiment |Starting round 7
2019-01-30 13:05:46 INFO Experiment |Learning
2019-01-30 13:05:46 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:46 INFO Experiment |Searching for counterexample
2019-01-30 13:05:46 INFO Experiment |ServerHelloRSA ServerCertificate ServerHelloDone ChangeCipherSpec Finished
2019-01-30 13:05:46 INFO Experiment |Starting round 8
2019-01-30 13:05:46 INFO Experiment |Learning
2019-01-30 13:05:46 INFO Experiment |de.learnlib.algorithms.ttt.mealy.TTTHypothesisMealy@5ae63ade
2019-01-30 13:05:46 INFO Experiment |Searching for counterexample
2019-01-30 13:05:46 INFO Infer_LearnLib |Rounds: 8
2019-01-30 13:05:46 INFO Infer_LearnLib |MQ [resets]: 205
2019-01-30 13:05:46 INFO Infer_LearnLib |MQ [symbols]: 921
2019-01-30 13:05:46 INFO Infer_LearnLib |EQ [resets]: 1032
2019-01-30 13:05:46 INFO Infer_LearnLib |EQ [symbols]: 5128
2019-01-30 13:05:46 INFO SimpleProfiler |Learning [ms]: 26
2019-01-30 13:05:46 INFO SimpleProfiler |Searching for counterexample [ms]: 116
2019-01-30 13:05:46 INFO Infer_LearnLib |Qsize: 12
2019-01-30 13:05:46 INFO Infer_LearnLib |Isize: 8
2019-01-30 13:05:46 INFO Infer_LearnLib |Equivalent: OK
2019-01-30 13:05:46 INFO Infer_LearnLib |Info: N/A
