"Control"	"Treatment"	"Delta"	"Measure"	"Wilcox"	"VD"	"VD.magnitude"
"∂L*M"	"DL*M"	3	"EQ_Resets_Diff"	5.23994125459652e-32	0.56258308	"negligible"
"∂L*M"	"DL*M"	3	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M"	8	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M"	8	"EQ_Resets_Diff"	2.46152635451998e-81	0.557333333333333	"negligible"
"∂L*M"	"DL*M"	8	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M"	9	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M"	9	"EQ_Resets_Diff"	0	0.2190326875	"large"
"∂L*M"	"DL*M"	9	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M"	10	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M"	10	"EQ_Resets_Diff"	0	0.1	"large"
"∂L*M"	"DL*M"	10	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M"	11	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M"	11	"EQ_Resets_Diff"	3.52442065117494e-17	0.558645166666667	"negligible"
"∂L*M"	"DL*M"	11	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M"	12	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M"	12	"EQ_Resets_Diff"	4.93441411494714e-77	0.684949333333333	"medium"
"∂L*M"	"DL*M"	12	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M"	13	"TQ_Resets_Diff"	2.55219923445228e-171	0	"large"
"∂L*M"	"DL*M"	13	"EQ_Resets_Diff"	1.49679301591767e-116	0.906382	"large"
"∂L*M"	"DL*M"	13	"MQ_Resets_Diff"	2.55219923445228e-171	0	"large"
"∂L*M"	"DL*M+"	1	"TQ_Resets_Diff"	0	0.0209513888888889	"large"
"∂L*M"	"DL*M+"	1	"EQ_Resets_Diff"	1.16298760820321e-101	0.592353986111111	"small"
"∂L*M"	"DL*M+"	1	"MQ_Resets_Diff"	0	0.0209513888888889	"large"
"∂L*M"	"DL*M+"	6	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	6	"EQ_Resets_Diff"	1.21856698134471e-09	0.51802171875	"negligible"
"∂L*M"	"DL*M+"	6	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	7	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	7	"EQ_Resets_Diff"	1.00132321021123e-113	0.554	"negligible"
"∂L*M"	"DL*M+"	7	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	5	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	5	"EQ_Resets_Diff"	2.63109274102075e-174	0.602349714285714	"small"
"∂L*M"	"DL*M+"	5	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	2	"TQ_Resets_Diff"	0	0.0124165546875	"large"
"∂L*M"	"DL*M+"	2	"EQ_Resets_Diff"	0	0.57303125	"negligible"
"∂L*M"	"DL*M+"	2	"MQ_Resets_Diff"	0	0.0124165546875	"large"
"∂L*M"	"DL*M+"	0	"TQ_Resets_Diff"	0	0.0187825182101977	"large"
"∂L*M"	"DL*M+"	0	"EQ_Resets_Diff"	0	0.587902280957336	"small"
"∂L*M"	"DL*M+"	0	"MQ_Resets_Diff"	0	0.0187825182101977	"large"
"∂L*M"	"DL*M+"	4	"TQ_Resets_Diff"	0	0.00537	"large"
"∂L*M"	"DL*M+"	4	"EQ_Resets_Diff"	7.41361250064748e-105	0.545608585	"negligible"
"∂L*M"	"DL*M+"	4	"MQ_Resets_Diff"	0	0.00537	"large"
"∂L*M"	"DL*M+"	3	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	3	"EQ_Resets_Diff"	0	0.7022701	"medium"
"∂L*M"	"DL*M+"	3	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	8	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	8	"EQ_Resets_Diff"	2.46152635451998e-81	0.557333333333333	"negligible"
"∂L*M"	"DL*M+"	8	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	9	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	9	"EQ_Resets_Diff"	4.70280262338789e-14	0.530375	"negligible"
"∂L*M"	"DL*M+"	9	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	10	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	10	"EQ_Resets_Diff"	NA	0.5	"negligible"
"∂L*M"	"DL*M+"	10	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	11	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	11	"EQ_Resets_Diff"	1.02466493050621e-241	0.6650275	"medium"
"∂L*M"	"DL*M+"	11	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	12	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	12	"EQ_Resets_Diff"	2.49460554398811e-52	0.628333333333333	"small"
"∂L*M"	"DL*M+"	12	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	13	"TQ_Resets_Diff"	1.93260960574826e-173	0	"large"
"∂L*M"	"DL*M+"	13	"EQ_Resets_Diff"	2.21078584754581e-72	0.808306	"large"
"∂L*M"	"DL*M+"	13	"MQ_Resets_Diff"	1.93260960574826e-173	0	"large"
